movieId,release_year,avg_rating_movie,num_ratings_movie,rating_std_movie,rating_year_range,rating_trend,genre_combo,genre_count,release_decade,fuzzy_cluster,fuzzy_membership
135,1996,2.7212962962962965,35,0.992268106562599,9,-0.03198924731182797,Comedy,1,1990,1,0.7418950444863133
145,1995,3.013715131022823,138,0.8666435383491946,13,-0.01343590134736427,"Action,Comedy,Crime,Drama,Thriller",5,1990,1,0.750277365870295
151,1995,3.342578849721707,77,0.8778054151968001,13,-0.008374482660196948,"Action,Drama,Romance",3,1990,1,0.9227109267018568
154,1967,3.685185185185185,25,0.7514918874102443,12,0.0036231884057970976,Drama,1,1960,0,0.8275640216241424
160,1995,2.336411665257819,89,0.7690774344135155,13,-0.01760615039410852,"Action,Adventure,Mystery,Sci-Fi",4,1990,1,0.7587538350463947
161,1995,3.590036525974026,135,0.8020942353431834,15,-0.00911494143111791,"Drama,Thriller",2,1990,0,0.8054834778696879
162,1994,3.6520833333333336,41,0.7895012231681409,16,0.01293645800566215,,0,1990,0,0.7152543513404069
168,1995,2.8943602693602695,85,0.991186313711076,15,-0.05852404013005279,"Action,Drama,Romance",3,1990,1,0.78357062428755
170,1995,3.210714285714286,93,1.0100589736980723,12,-0.00475536368393509,"Action,Adventure,Crime,Thriller",4,1990,1,0.8581952399519825
172,1995,2.8938167388167386,117,0.9282748194627314,15,-0.0031564351862724406,"Action,Sci-Fi,Thriller",3,1990,1,0.8540598553643571
173,1995,2.5044146825396827,143,0.966144967620539,15,0.019519140989729223,"Action,Crime,Sci-Fi",3,1990,1,0.7968507930936364
175,1995,3.6397366522366523,67,0.8042873140891731,12,0.032486858379715516,Drama,1,1990,0,0.725494976524028
185,1995,2.773598995290172,179,0.8244678358311012,16,-0.01327625188287275,"Action,Crime,Thriller",3,1990,1,0.7069439380721846
188,1995,3.17037037037037,29,0.8437028231627591,11,0.017534722222222222,"Fantasy,Horror,Mystery",3,1990,1,0.8685484537243826
196,1995,2.692542735042735,118,0.8840182521087007,15,-0.022098783525094562,"Horror,Sci-Fi",2,1990,1,0.7759066454012601
203,1995,2.6841666666666666,31,0.8999661191590043,12,-0.006391723356009081,Comedy,1,1990,1,0.7179024280184241
204,1995,2.5805555555555557,47,1.0657735759638138,13,-0.03819444444444443,Action,1,1990,1,0.719137593173741
215,1995,3.987772910849834,124,0.8176354839275205,13,-0.020359491205978953,"Drama,Romance",2,1990,0,0.8309389447613722
225,1994,3.121969696969697,41,0.8026842693524483,12,-0.035374453714739774,"Drama,Thriller",2,1990,1,0.714543348656308
227,1994,2.8657407407407405,21,0.8899974193041786,13,-0.03203405017921147,"Action,Thriller",2,1990,1,0.7917782488237135
230,1995,3.6765151515151513,32,0.6031554461449751,15,0.026505879529637642,"Drama,Thriller",2,1990,0,0.8333524034587172
232,1994,3.825757575757576,40,0.5029411959799893,16,-0.014254385964912273,"Comedy,Drama,Romance",3,1990,0,0.7728033037311591
236,1995,3.089900404606287,74,0.7584283584633355,14,0.009471407610663311,"Action,Comedy,Romance",3,1990,1,0.7049971537247592
237,1995,2.821759259259259,29,0.9951982982797012,14,0.04735696517412934,"Comedy,Romance",2,1990,1,0.7424147390745202
239,1995,2.9291666666666667,43,0.9988794911211197,12,0.028752017213555664,"Animation,Children,Comedy,Romance",4,1990,1,0.8279833822611079
246,1994,3.9534722222222225,49,0.7218466823565137,12,-0.08443223443223441,,0,1990,0,0.7019847361864231
249,1994,3.7416666666666663,26,0.6926289368697518,13,-0.010711477987421385,"Drama,Romance",2,1990,0,0.8953852260029329
261,1994,3.4842261904761904,53,0.7220259929902476,12,-0.016673710904480138,Drama,1,1990,0,0.8026597441158115
266,1994,3.652724867724868,82,0.7275519624712381,15,-0.009107644553199205,"Drama,Romance",2,1990,0,0.9258883673153154
272,1994,3.7708333333333335,35,0.7971205090522181,12,0.038243006993007006,"Comedy,Drama",2,1990,0,0.7343844544683751
290,1994,3.8954545454545455,35,0.5396960509206687,12,-0.048039215686274485,"Crime,Drama",2,1990,0,0.8037604495920688
300,1994,3.5598421959877067,124,0.8214199030611107,16,0.030829808306588505,Drama,1,1990,0,0.7070002320024532
306,1994,3.902804232804233,67,0.8551129450596024,15,0.01911825396825398,Drama,1,1990,0,0.7601429294420329
307,1993,3.721296296296296,79,0.8832167727894406,15,-0.02617222222222219,Drama,1,1990,0,0.7153975029856918
308,1994,3.846474358974359,57,0.8763724646081938,15,0.022584405894422684,"Comedy,Drama",2,1990,0,0.7254521426112951
315,1994,2.6525943963443965,75,0.8089474139792575,13,-0.0426747155040568,"Action,Drama,Thriller",3,1990,1,0.8298536172460272
317,1994,2.7646031746031747,119,1.1454555879359198,15,-0.046807171742180395,"Comedy,Drama,Fantasy",3,1990,1,0.7613567283561844
319,1994,3.808137175324675,72,0.6272396931685734,15,-0.0036005538579067936,"Comedy,Drama,Thriller",3,1990,0,0.8393389586889093
327,1995,2.532837301587302,71,1.0894533014518826,14,-0.008844353864734308,"Action,Comedy,Sci-Fi",3,1990,1,0.8084365925938061
332,1995,2.513888888888889,16,0.8240893077305641,7,-0.013233190271816875,"Horror,Sci-Fi",2,1990,1,0.7440529449314731
337,1993,3.6929241040821923,173,0.806504567447673,15,0.005517591837228519,Drama,1,1990,0,0.7364160079569018
338,1995,2.6259259259259258,27,0.9102757070599284,10,0.055680031446540885,"Action,Sci-Fi,Thriller",3,1990,1,0.801575132158659
348,1994,3.617195767195767,40,0.6733561060193539,13,0.026715986394557825,Comedy,1,1990,0,0.8201202066188973
350,1994,3.3660235146690254,101,0.5698987178206022,14,0.0034629225924772576,"Drama,Mystery,Thriller",3,1990,0,0.7408176666454952
355,1994,2.1751013284101517,99,0.7211744762031603,12,-0.05268940296030081,"Children,Comedy,Fantasy",3,1990,1,0.7172256293794799
366,1994,2.8805555555555555,29,1.012295579781846,11,-0.07381974248927042,"Drama,Horror,Mystery,Thriller",4,1990,1,0.7780572510692649
368,1994,3.4267736917128397,140,0.7535787490680018,15,-0.032042836082093656,"Adventure,Comedy",2,1990,0,0.7637782818371698
371,1994,2.7916666666666665,14,1.0777613356180984,7,-0.06651606425702813,"Comedy,Drama",2,1990,1,0.7376846782002064
373,1992,3.5791666666666666,23,0.6323060286236996,13,-0.02069917203311868,Thriller,1,1990,0,0.8223039624815616
374,1994,2.2210441468253967,79,0.8136585731636701,15,-0.015381360877684411,"Children,Comedy",2,1990,1,0.7022408996436199
376,1994,3.114088589981447,66,0.6435321834818826,15,-0.0008584976836836599,"Action,Thriller",2,1990,0,0.711776356039413
379,1994,2.608055555555555,64,0.8935637163134377,15,0.0105619562262099,"Action,Sci-Fi,Thriller",3,1990,1,0.8033980222221518
405,1994,2.421875,21,0.8191538734278344,11,-0.00034153005464481194,"Action,Fantasy",2,1990,1,0.7700738623848453
410,1993,3.081921858672936,144,0.8404602225577424,15,-0.03092800705086523,"Children,Comedy,Fantasy",3,1990,1,0.7583517690560247
412,1993,3.525694444444445,31,0.5185498464227465,13,0.022637184370150935,Drama,1,1990,0,0.7749863475803495
426,1993,2.773809523809524,16,0.8482746867830838,10,-0.09437984496124034,"Horror,Sci-Fi,Thriller",3,1990,1,0.7241325956190802
428,1993,3.7083333333333335,40,0.572243680232153,10,-0.07995283018867924,Drama,1,1990,0,0.7074591784789876
431,1993,3.9001656082013225,88,0.745259527262328,15,-0.018128587903414692,"Crime,Drama",2,1990,0,0.9033346744931188
434,1993,2.7205701947587184,182,0.9103923822708659,15,0.030973902728973345,"Action,Adventure,Thriller",3,1990,1,0.7699927696443007
435,1993,2.671590050161479,104,0.9553485299487331,13,-0.013499410642267791,"Comedy,Sci-Fi",2,1990,1,0.8719385317477024
440,1993,3.54335033022533,114,0.6510629818067671,15,-0.005936137392019751,"Comedy,Romance",2,1990,0,0.8947087070256623
442,1993,3.0058032822738703,184,0.8809390882788835,16,0.017125791758144694,"Action,Adventure,Sci-Fi",3,1990,1,0.704035546350326
446,1993,3.682291666666667,22,0.8080591168976216,13,-0.04096283783783784,"Drama,Romance",2,1990,0,0.7508288251751608
471,1994,3.696913580246914,115,0.6964260678964647,17,0.0034366963159532795,Comedy,1,1990,0,0.8101733767348962
474,1993,3.7001559631994416,116,0.6175374473872348,15,0.012788124297584195,"Action,Thriller",2,1990,0,0.8794617662408138
475,1993,3.831207482993197,76,0.6500009228076304,15,0.009288918643641076,Drama,1,1990,0,0.8613524979379614
485,1993,2.8636910774410773,149,0.810108803235537,15,0.01845474980364221,"Action,Adventure,Comedy,Fantasy",4,1990,1,0.7337911014178674
492,1993,3.6791666666666663,30,0.5169145304355794,14,-0.024522467512134032,"Comedy,Mystery",2,1990,0,0.819013470123478
494,1996,3.319230769230769,67,0.8532517693563761,14,-0.02000563063063062,"Action,Adventure,Thriller",3,1990,1,0.7759204272968817
497,1993,3.8976668393335054,94,0.7773931671175252,17,-0.004814317662614872,"Comedy,Romance",2,1990,0,0.8193933404898713
502,1994,2.1266666666666665,47,1.019957005748046,12,0.06644385026737969,"Action,Children,Romance",3,1990,1,0.7491452714001103
515,1993,3.9684126984126986,77,0.5612054892458891,14,-0.028001700680272096,"Drama,Romance",2,1990,0,0.8617373291407708
524,1993,3.338066893424036,66,0.7968623622497761,14,0.0033907582779233087,Drama,1,1990,0,0.7028753956087715
529,1993,3.863003663003663,79,0.5033225146987664,15,-0.018104677200618164,Drama,1,1990,0,0.8164716497209697
532,1994,2.9818948412698414,50,1.0138008173572435,12,-0.01928692376805584,"Comedy,Crime,Horror",3,1990,1,0.8994945889877557
533,1994,2.4309523809523808,23,0.8874953310973513,12,-0.0768729641693811,"Action,Adventure,Fantasy,Mystery",4,1990,1,0.7448630429516889
534,1993,4.041666666666667,23,0.4509840151281366,13,-0.040650406504065054,"Drama,Romance",2,1990,0,0.7768747308607451
535,1993,4.0,35,0.7473658176255471,12,-0.015547263681592056,Drama,1,1990,0,0.82024193353801
538,1993,3.565972222222222,37,0.7601910413097722,14,-0.002418154761904756,Drama,1,1990,0,0.8159900545567927
543,1993,3.16031746031746,98,0.966041078471898,14,-0.0477891156462585,"Comedy,Romance,Thriller",3,1990,1,0.8378535957137101
555,1993,3.7972036914492158,154,0.7102706529735203,16,-0.021013909009433323,"Crime,Thriller",2,1990,0,0.8365368739240752
562,1995,3.7132326007326006,57,0.7485544154699283,16,-0.04894361792924835,"Comedy,Drama",2,1990,0,0.8137537825654673
575,1994,2.7481481481481485,23,0.902600436551285,8,-0.008055555555555535,"Children,Comedy",2,1990,1,0.8097288179417887
585,1995,2.5220634920634923,79,0.9669724776486908,14,-0.04213860544217687,Comedy,1,1990,1,0.7055831091430487
606,1995,2.75,10,0.7800927396302049,7,-0.01923076923076923,"Fantasy,Horror",2,1990,1,0.7137226875414285
609,1996,2.5277777777777777,14,0.8521473625203938,9,0.014184397163120584,"Adventure,Children",2,1990,1,0.7784604407582328
610,1981,3.0729591836734693,61,1.032279965638691,13,-0.0036159079016221942,"Action,Adventure,Animation,Horror,Sci-Fi",5,1980,1,0.7159105724021175
611,1996,2.4166666666666665,9,1.1238802233764777,11,-0.009708737864077664,"Action,Horror,Sci-Fi",3,1990,1,0.7862007810728788
616,1970,3.309566326530612,76,0.6859666857975045,16,-0.0389835164835165,"Animation,Children",2,1970,0,0.8473680118966529
647,1996,3.5212121212121215,43,0.6273865008285493,13,-0.006037870668095757,"Action,Crime,Drama",3,1990,0,0.783850405903297
653,1996,3.045769508269508,115,0.846256233592056,14,-0.030398833579306932,"Action,Adventure,Fantasy",3,1990,1,0.8791690870807963
678,1993,3.901041666666667,21,0.6110604567668733,10,-0.04667132216014897,"Drama,Thriller",2,1990,0,0.7614608731980808
694,1996,2.9,10,0.9899494936611666,10,-0.010736196319018398,"Action,Crime,Drama",3,1990,1,0.8612049279148388
704,1996,2.125,9,1.0088834764831844,10,0.06621004566210045,"Action,Adventure",2,1990,1,0.7224138628893965
707,1996,3.2083333333333335,14,0.8148478827543353,9,0.04583333333333333,"Crime,Drama,Thriller",3,1990,1,0.720561082788911
719,1996,2.6339056776556773,72,0.9832816877282442,13,-0.0068519301211608895,Comedy,1,1990,1,0.7449070009922332
724,1996,3.0121753246753245,70,0.8598295428512824,11,0.02397735409953454,"Drama,Fantasy,Horror,Thriller",4,1990,1,0.8587628024045879
728,1995,3.671875,21,0.5295495452881572,10,-0.038154533844189015,Comedy,1,1990,0,0.73749669448245
742,1996,2.484375,20,0.7925877523711081,12,-0.037618483412322275,"Horror,Thriller",2,1990,1,0.731420225061512
745,1995,4.174905721547878,156,0.632494670523635,17,-0.055871447650267546,"Animation,Children,Comedy",3,1990,0,0.7389972249444963
765,1996,2.788401875901876,54,0.8922706445739613,11,-0.02694642022306817,"Comedy,Drama",2,1990,1,0.8863623677489348
783,1996,3.167593795093795,103,0.8824586991655553,15,-0.04876666516614524,"Animation,Children,Drama,Romance",4,1990,1,0.723943036995101
784,1996,2.71046845821662,188,0.9593153014920822,15,0.021330324687807392,"Comedy,Thriller",2,1990,1,0.7446121114037625
786,1996,2.8570847988816737,156,0.8857245611053791,16,-0.003178402297146813,"Action,Drama,Thriller",3,1990,1,0.7579913219127185
788,1996,2.6445973875661375,197,0.9284855624073307,15,-0.06655311174177274,"Comedy,Fantasy,Romance,Sci-Fi",4,1990,1,0.7238082951736025
800,1996,3.8020833333333335,51,0.7302891239133511,15,-0.002797147385103012,"Drama,Mystery",2,1990,0,0.9011784609171375
804,1996,2.3125,8,1.1490485194281397,12,0.01825842696629213,"Comedy,Romance",2,1990,1,0.7431478567221625
805,1996,3.4977487789987793,88,0.7933482262331782,14,0.0091832307185568,"Drama,Thriller",2,1990,0,0.8432922281907704
836,1996,2.5575,46,1.0766017466708688,11,0.011427566807313624,"Action,Adventure,Thriller",3,1990,1,0.8351527924447325
837,1996,3.2570767195767196,69,0.9006907219219422,13,-0.011820165186224064,"Children,Comedy,Fantasy",3,1990,1,0.9407862376681924
838,1996,3.6683333333333334,60,0.638691904874075,16,-0.030330840536851682,"Comedy,Drama,Romance",3,1990,0,0.7945960003081283
839,1996,2.5238095238095237,32,0.7812834879563624,11,0.03602305475504322,"Action,Thriller",2,1990,1,0.7361326185298145
848,1996,3.6944444444444446,15,0.3875483416848733,13,-0.08647798742138364,Drama,1,1990,0,0.7046626644180142
849,1996,2.742195767195767,73,0.8681951958065607,12,0.028476640318745562,"Action,Adventure,Sci-Fi,Thriller",4,1990,1,0.8407047377455565
880,1996,2.517316017316017,38,0.9047129343909629,13,-0.05433829973707273,"Sci-Fi,Thriller",2,1990,1,0.7673474082253432
886,1996,3.0083333333333333,13,0.9599311389990808,7,0.07077625570776257,"Action,Comedy,Crime",3,1990,1,0.7340469998024444
898,1940,4.006018518518519,60,0.780782749551259,14,-0.07583242851972494,"Comedy,Drama,Romance",3,1940,0,0.7095491277520264
899,1952,4.0923869670169015,126,0.7615899434634849,15,0.019438368971070204,"Comedy,Romance",2,1950,0,0.8006697805325473
900,1951,3.5787878787878786,40,0.8132158436878719,15,-0.0036662091054678585,Romance,1,1950,0,0.7696538877403214
901,1957,3.4583333333333335,16,0.6470287732629926,12,-0.04142857142857142,Comedy,1,1950,0,0.7641988663248419
902,1961,3.618008870214753,122,0.8329103723312367,16,-0.00871897370059135,"Drama,Romance",2,1960,0,0.8129079874814639
903,1958,4.059444608993871,183,0.7356684244663911,16,-0.0036278513747326517,"Drama,Mystery,Romance,Thriller",4,1950,0,0.7005770917325193
904,1954,4.201659552978011,240,0.6651660732653957,16,-0.03852568741640752,"Mystery,Thriller",2,1950,0,0.7415532769414408
905,1934,3.897407407407407,56,0.48296843873842066,15,0.04467777777777777,"Comedy,Romance",2,1930,0,0.7221589160232745
906,1944,3.9111111111111114,25,0.5590406921280423,13,-0.07179919137466304,"Drama,Thriller",2,1940,0,0.7449455546411606
909,1960,4.091910866910867,83,0.6534803799790244,15,0.015632326007326003,"Comedy,Drama,Romance",3,1960,0,0.8333025335534372
910,1959,4.014556444587405,141,0.7176252395108378,16,-0.009835892092084058,"Comedy,Crime",2,1950,0,0.8065433001057604
913,1941,3.9828857529854047,142,0.7350267037798445,15,-0.020771571012305857,Mystery,1,1940,0,0.7603160401274878
914,1964,3.8642526455026456,125,0.8588731933206046,15,0.007602417230612642,"Comedy,Drama,Romance",3,1960,0,0.7659587208048891
915,1954,3.7193027210884355,67,0.6508973987985519,16,-0.07022337353490743,"Comedy,Romance",2,1950,0,0.7826715057988343
916,1953,3.875974025974026,69,0.47660314764758144,16,-0.012276342093786316,"Comedy,Drama,Romance",3,1950,0,0.7723333941923425
921,1982,3.5104166666666665,21,0.647462635327485,12,-0.016363022941970312,Comedy,1,1980,0,0.8526838682558243
922,1950,4.207478805916306,108,0.6520418320704139,16,-0.045399408457217794,"Drama,Romance",2,1950,0,0.7993685149426124
926,1950,4.168333333333333,58,0.6324735709535253,14,0.0058630952380952514,Drama,1,1950,0,0.810513137338348
928,1940,4.089087301587301,68,0.5902013082292631,13,-0.023095238095238103,"Drama,Mystery,Romance,Thriller",4,1940,0,0.7141606238541731
930,1946,3.958687641723356,75,0.7085711330089522,15,0.08907539682539678,"Romance,Thriller",2,1940,0,0.7186911688786073
933,1955,3.866880341880342,63,0.741102958992691,14,0.012467392190429622,"Crime,Mystery,Romance,Thriller",4,1950,0,0.7172941133744516
934,1950,3.393939393939394,33,0.7392992260643666,11,0.006778868630201028,Comedy,1,1950,0,0.7417114875932244
940,1938,3.8530844155844157,56,0.6525233044549049,16,-0.06250163270637411,"Action,Adventure,Romance",3,1930,0,0.7046661681033268
942,1944,3.9775,34,0.4821041371179316,11,-0.05360925306577483,"Crime,Mystery",2,1940,0,0.7378699202098346
948,1956,3.8333333333333335,13,0.7648418081055102,10,-0.03324468085106383,"Drama,Romance",2,1950,0,0.7470414566790701
949,1955,3.6904761904761902,19,0.8290480331364405,13,-0.07445355191256829,Drama,1,1950,0,0.7223112432310621
950,1934,3.948809523809524,45,0.669775188773137,14,0.0035040431266846355,"Comedy,Crime",2,1930,0,0.7360341085831089
951,1940,3.9588888888888887,49,0.7509063363108522,15,-0.031166247906197656,"Comedy,Romance",2,1940,0,0.7642198838192246
952,1956,3.4702380952380953,19,0.6509879509713083,11,-0.05119825708061001,"Adventure,Comedy",2,1950,0,0.7504862168942031
954,1939,4.067930581323439,76,0.6094673815652051,13,-0.03905059226487797,Drama,1,1930,0,0.7351490921257691
955,1938,4.05375,51,0.6620334633099093,13,-0.00562406576980566,"Comedy,Romance",2,1930,0,0.7364140642853502
968,1968,3.74526455026455,92,0.820132646517505,15,0.057702126209133446,"Horror,Sci-Fi,Thriller",3,1960,0,0.7354129352704807
969,1951,3.855815972222222,99,0.7479636320099561,15,-0.025026552287581702,"Adventure,Comedy,Romance",3,1950,0,0.7870858166610357
971,1958,3.8133333333333335,27,0.8706156854854289,11,-0.06488233772950609,Drama,1,1950,0,0.7024827472871236
986,1996,3.3200000000000003,35,1.0072679455298954,11,-0.007364038511579508,"Adventure,Children",2,1990,1,0.8098762136199178
991,1996,3.46875,21,0.5323141280041415,12,0.062282229965156796,Drama,1,1990,0,0.7062552470040867
994,1996,3.567361111111111,41,0.7417484542278046,14,-0.06584046600095103,"Comedy,Drama",2,1990,0,0.7579881236195626
996,1996,2.9092261904761907,31,0.8093837116230869,12,-8.617718028265602e-05,"Action,Crime,Drama,Thriller",4,1990,1,0.8058874539747398
1009,1975,3.4185185185185185,24,0.7216809092399927,14,0.019234735973597362,"Adventure,Children,Fantasy",3,1970,0,0.8016732596021215
1010,1969,3.4345238095238098,17,0.5764186090773874,11,-0.049496187363834425,"Children,Comedy",2,1960,0,0.7767969289013769
1012,1957,3.51875,25,0.6762213812691149,13,-0.017995169082125607,"Children,Drama",2,1950,0,0.8011907798048485
1015,1993,3.0180555555555557,43,0.9110359769450658,15,0.053717171717171726,"Adventure,Children,Drama",3,1990,1,0.7161842315041032
1017,1960,3.7068181818181816,36,0.6367594571803594,14,-0.0027856871678056134,"Adventure,Children",2,1960,0,0.8785454931412098
1019,1954,3.4011904761904765,52,0.5140369420936919,14,-0.010575139146567714,"Adventure,Drama,Sci-Fi",3,1950,0,0.7551775410265009
1020,1993,3.418941798941799,98,0.8172186065543466,15,-0.024514811362282805,Comedy,1,1990,0,0.7143888279718944
1025,1963,3.695595238095238,75,0.6902433344723641,15,-0.025373772926892295,"Animation,Children,Fantasy",3,1960,0,0.8452660121034012
1028,1964,3.8150285019310757,177,0.8159598418878401,15,0.004035733945984781,"Children,Comedy,Fantasy",3,1960,0,0.7561781656817701
1030,1977,3.4541666666666666,33,0.6380579452426478,12,0.029421768707483004,"Adventure,Animation,Children",3,1970,0,0.7942450929915317
1031,1971,3.211111111111111,37,0.6799697278561014,15,-0.032045977011494226,"Adventure,Children",2,1970,0,0.8266735035050692
1033,1981,3.6243055555555554,43,0.6393471717178146,15,0.011311389759665625,"Animation,Children,Drama",3,1980,0,0.8621672283714056
1035,1965,3.821994429181929,200,0.9201436167592024,15,0.015892219708396174,Romance,1,1960,0,0.7032515476885214
1041,1996,4.116666666666666,33,0.6915465670324795,14,0.027619589977220953,Drama,1,1990,0,0.8160681427052827
1057,1996,3.303205128205128,41,0.9775712763270038,14,0.009470882905447725,"Comedy,Romance",2,1990,1,0.718981735876516
1077,1973,3.7080729166666666,73,0.701460360156826,15,-0.004969362745098044,"Comedy,Sci-Fi",2,1970,0,0.9461402874379966
1078,1971,3.5381944444444446,33,0.6720328076429315,15,0.020068807339449542,Comedy,1,1970,0,0.858860395803957
1079,1988,3.7960998522763227,230,0.8153805349772435,16,-0.03579528178792885,"Comedy,Crime",2,1980,0,0.7077004788995709
1081,1982,3.5871212121212124,33,0.5830613224868905,13,-0.0029921400500178626,"Comedy,Romance",2,1980,0,0.9032348377420156
1084,1967,3.816745580808081,98,0.7335675641487075,15,-0.0215222073677956,"Crime,Drama",2,1960,0,0.8863675598670036
1086,1954,4.061349206349206,76,0.5794047864484866,15,-0.021672349844460394,"Crime,Mystery,Thriller",3,1950,0,0.7949119594292255
1090,1986,3.757719206419352,198,0.7979401314203914,16,-0.004646176697601756,Drama,1,1980,0,0.7690177308400072
1092,1992,3.289003758640437,142,1.012677321422001,16,0.002704128579993632,"Crime,Mystery,Thriller",3,1990,1,0.719983690835341
1095,1992,3.8269448688566334,87,0.868862022802183,16,0.03376278541719718,Drama,1,1990,0,0.7148506595837542
1096,1982,3.764351851851852,48,0.8218880088364718,14,-0.035278917768657825,Drama,1,1980,0,0.8469715566853259
1100,1990,2.7573412698412696,68,0.8690636497624854,16,0.014899349195057044,"Action,Drama,Romance",3,1990,1,0.7471594276265335
1103,1955,3.7811192279942283,79,0.681940367746599,15,-0.01092129275952804,Drama,1,1950,0,0.8196895038930545
1104,1951,4.0576923076923075,52,0.6493842498130774,13,-0.08359155180396764,Drama,1,1950,0,0.7694758572543151
1111,1996,3.86875,25,0.7762538103030014,13,-0.024807692307692343,,0,1990,0,0.734823593910468
1124,1981,3.4678571428571425,42,0.7504458685534254,14,0.0539304184297132,Drama,1,1980,0,0.7746790174036294
1125,1975,3.3100427350427353,55,0.8376687993026685,14,0.030290282243658435,"Comedy,Crime",2,1970,0,0.748647353511998
1130,1980,3.1666666666666665,20,0.6998980860756074,12,0.025090415913200728,"Horror,Mystery",2,1980,0,0.7049615184879499
1131,1986,4.029166666666667,32,0.6865817702999257,13,-0.01188410825815407,"Drama,Mystery",2,1980,0,0.9186757313377734
1132,1986,3.833333333333333,31,0.530235872185722,14,-0.05172018348623856,Drama,1,1980,0,0.8251242619303979
1147,1996,3.935185185185185,28,0.7774309034869784,14,0.0046783625730994205,,0,1990,0,0.7455909500341912
1161,1979,3.8333333333333335,14,0.7523167078936077,9,-0.07797270955165692,Drama,1,1970,0,0.7111313507547818
1171,1992,3.6018518518518516,26,0.6679080176420089,13,0.00925925925925925,Comedy,1,1990,0,0.8276037889811556
1172,1989,3.9841292388167386,105,0.6912934206073701,15,-0.05307279730073848,Drama,1,1980,0,0.8601220774325699
1178,1957,4.112382260596546,75,0.6821611252504942,14,-0.05407498320220214,Drama,1,1950,0,0.7987873213003056
1179,1990,3.5421245421245424,60,0.6610214396502612,16,-0.0717534635286263,"Crime,Drama",2,1990,0,0.763167217896262
1185,1989,3.7894444444444444,56,0.5724147247515268,15,0.017818787384448056,Drama,1,1980,0,0.8632399095388701
1186,1989,3.6101851851851854,83,0.8339016822188348,14,-0.05563492063492062,Drama,1,1980,0,0.7923939321516703
1188,1992,3.7549019607843137,71,0.7581253086945816,16,-0.016237745098039224,"Comedy,Romance",2,1990,0,0.8682452067932034
1189,1988,3.9393939393939394,29,0.6340628631534693,14,-0.025227211975407626,,0,1980,0,0.8056258164847998
1194,1978,3.3763888888888887,34,0.5783835250229845,15,0.029592875318066172,Comedy,1,1970,0,0.8136152766932029
1201,1966,4.1380960274574985,229,0.8066521636797316,16,0.0012584567412790616,"Action,Adventure",2,1960,0,0.7465457539036947
